,Price,company,name,year,kms_driven,transmission,fuel_type
3792,420.000.000 đ,Toyota,Vios,2018.0,53200.0,Tự động,Xăng
3793,1.890.000.000 đ,Ford,Mustang,2019.0,20000.0,Tự động,Xăng
3794,2.599.000.000 đ,Toyota,Land Cruiser,2021.0,25000.0,Tự động,Xăng
3795,1.838.000.000 đ,Mercedes Benz,GLC Class,2022.0,23000.0,Tự động,Xăng
3796,835.000.000 đ,Honda,CR V,2020.0,7000.0,Tự động,Xăng
3797,465.000.000 đ,Kia,Rondo,2018.0,52000.0,Tự động,Xăng
3798,275.000.000 đ,Toyota,Innova,2009.0,283000.0,Số sàn,Xăng
3799,470.000.000 đ,Nissan,Navara,2016.0,65.0,Tự động,Dầu
3800,328.000.000 đ,Toyota,Corolla Altis,2010.0,122688.0,Tự động,Xăng
3801,595.000.000 đ,Ford,Ranger,2022.0,20000.0,Tự động,Dầu
3802,860.000.000 đ,Vinfast,Lux SA2.0,2021.0,20000.0,Tự động,Xăng
3803,695.000.000 đ,Toyota,Fortuner,2016.0,12000.0,Tự động,Xăng
3804,360.000.000 đ,Kia,Morning,2020.0,32800.0,Tự động,Xăng
3805,639.000.000 đ,Kia,Sedona,2016.0,63000.0,Tự động,Xăng
3806,245.000.000 đ,Chevrolet,Aveo,2017.0,42000.0,Tự động,Xăng
3807,250.000.000 đ,Toyota,Hiace,2009.0,157000.0,Số sàn,Xăng
3808,330.000.000 đ,Nissan,Teana,2010.0,98000.0,Tự động,Xăng
3810,655.000.000 đ,Mitsubishi,Outlander,2019.0,48000.0,Tự động,Xăng
3811,305.000.000 đ,Chevrolet,Aveo,2018.0,22000.0,Tự động,Xăng
3812,960.000.000 đ,Ford,Explorer,2017.0,66000.0,Tự động,Xăng
3813,520.000.000 đ,Toyota,Innova,2019.0,9999.0,Số sàn,Xăng
3814,779.000.000 đ,Toyota,Corolla Cross,2021.0,40000.0,Tự động,Xăng
3815,495.000.000 đ,Chevrolet,Colorado,2017.0,59000.0,Tự động,Dầu
3816,562.000.000 đ,Kia,Sedona,2017.0,63000.0,Tự động,Xăng
3817,220.000.000 đ,Ford,Transit,2009.0,174230.0,Số sàn,Dầu
3818,6.380.000 đ,Kia,Seltos,2021.0,36000.0,Tự động,Xăng
3819,136.000.000 đ,Suzuki,APV,2006.0,150000.0,Số sàn,Xăng
3820,165.000.000 đ,Kia,Morning,2008.0,12453.0,Tự động,Xăng
3821,395.000.000 đ,Kia,K3,2015.0,8888.0,Tự động,Xăng
3822,470.000.000 đ,Ford,Ranger,2018.0,10.0,Số sàn,Dầu
3823,410.000.000 đ,Ford,EcoSport,2017.0,70452.0,Tự động,Xăng
3824,335.000.000 đ,Ford,Fiesta,2017.0,46000.0,Tự động,Xăng
3825,559.000.000 đ,Mitsubishi,Xpander,2020.0,46000.0,Tự động,Xăng
3826,375.000.000 đ,Suzuki,Swift,2016.0,36000.0,Tự động,Xăng
3827,445.000.000 đ,Toyota,Avalon,2008.0,120000.0,Tự động,Xăng
3829,165.000.000 đ,Daewoo,Lacetti,2010.0,126054.0,Số sàn,Xăng
3830,368.000.000 đ,Toyota,Vios,2014.0,62000.0,Tự động,Xăng
3831,868.000.000 đ,Kia,Sedona,2019.0,68000.0,Tự động,Dầu
3832,930.000.000 đ,Honda,CR V,2021.0,17000.0,Tự động,Xăng
3833,5.900.000.000 đ,Lexus,LX,2016.0,79000.0,Tự động,Xăng
3834,475.000.000 đ,Mazda,6,2016.0,60000.0,Tự động,Xăng
3835,1.859.000.000 đ,Mercedes Benz,E Class,2022.0,4400.0,Tự động,Xăng
3836,45.000.000 đ,Fiat,Siena,2001.0,12378.0,Số sàn,Xăng
3837,275.000.000 đ,Hyundai,Grand i10,2018.0,56000.0,Số sàn,Xăng
3838,171.000.000 đ,Toyota,Vios,2013.0,100000.0,Số sàn,Xăng
3839,198.000.000 đ,Kia,Morning,2016.0,82000.0,Số sàn,Xăng
3840,350.000.000 đ,Isuzu,Dmax,2013.0,9.0,Số sàn,Dầu
3841,535.000.000 đ,Mazda,BT 50,2018.0,9000.0,Tự động,Dầu
3842,1.899.000.000 đ,Toyota,Land Cruiser Prado,2018.0,55000.0,Tự động,Xăng
3843,1.279.000.000 đ,Mercedes Benz,C Class,2020.0,35000.0,Tự động,Xăng
3844,400.000.000 đ,Toyota,Fortuner,2011.0,110000.0,Tự động,Xăng
3845,720.000.000 đ,Chevrolet,Trailblazer,2019.0,23100.0,Tự động,Dầu
3846,458.000.000 đ,Suzuki,Swift,2019.0,28000.0,Tự động,Xăng
3847,585.000.000 đ,Mitsubishi,Triton,2022.0,22000.0,Tự động,Dầu
3848,1.719.000.000 đ,Mercedes Benz,E Class,2021.0,4000.0,Tự động,Xăng
3849,635.000.000 đ,Mazda,3,2022.0,22000.0,Tự động,Xăng
3850,595.000.000 đ,Toyota,Fortuner,2016.0,121000.0,Tự động,Xăng
3851,399.000.000 đ,Toyota,Camry,2010.0,18697.0,Tự động,Xăng
3852,1.559.000.000 đ,Mercedes Benz,C Class,2021.0,49.0,Tự động,Xăng
3853,450.000.000 đ,Mercedes Benz,C Class,2012.0,92685.0,Tự động,Xăng
3854,240.000.000 đ,Chevrolet,Captiva,2010.0,84367.0,Số sàn,Dầu
3855,499.000.000 đ,Toyota,Corolla Altis,2015.0,69389.0,Tự động,Xăng
3856,16.500.000 đ,Toyota,Innova,2008.0,6668.0,Số sàn,Xăng
3857,885.000.000 đ,Hyundai,Santa Fe,2019.0,45000.0,Tự động,Xăng
3858,439.000.000 đ,Honda,City,2019.0,37000.0,Tự động,Xăng
3859,345.000.000 đ,Hyundai,Veloster,2011.0,72000.0,Tự động,Xăng
3860,468.000.000 đ,Mazda,BT 50,2017.0,60000.0,Tự động,Dầu
3861,768.000.000 đ,Peugeot,2008,2021.0,19000.0,Tự động,Xăng
3862,258.000.000 đ,Hyundai,Grand i10,2017.0,80000.0,Số sàn,Xăng
3863,635.000.000 đ,Honda,HR-V,2019.0,43000.0,Tự động,Xăng
3864,618.000.000 đ,Mazda,3,2021.0,37000.0,Tự động,Xăng
3865,330.000.000 đ,Hyundai,i30,2012.0,75621.0,Tự động,Xăng
3866,1.250.000.000 đ,Mercedes Benz,C Class,2020.0,19000.0,Tự động,Xăng
3868,425.000.000 đ,Kia,Cerato,2017.0,70000.0,Tự động,Xăng
3869,285.000.000 đ,Mercedes Benz,Sprinter,2011.0,1.0,Số sàn,Dầu
3870,295.000.000 đ,Kia,Morning,2019.0,41770.0,Tự động,Xăng
3871,139.000.000 đ,Toyota,Corolla Altis,2001.0,148000.0,Số sàn,Xăng
3872,650.000.000 đ,Nissan,Navara,2021.0,1663.0,Tự động,Xăng
3873,3.790.000.000 đ,Lexus,LX,2015.0,70002.0,Tự động,Xăng
3875,893.000.000 đ,Hyundai,Santa Fe,2019.0,51000.0,Tự động,Dầu
3876,69.000.000 đ,Chevrolet,Spark,2011.0,60000.0,Số sàn,Xăng
3877,410.000.000 đ,Honda,City,2017.0,76089.0,Tự động,Xăng
3878,915.000.000 đ,Hyundai,Santa Fe,2019.0,50000.0,Tự động,Dầu
3879,695.000.000 đ,Toyota,Camry,2016.0,68789.0,Tự động,Xăng
3880,820.000.000 đ,Ford,Ranger,2021.0,52000.0,Tự động,Dầu
3882,245.000.000 đ,Honda,Civic,2008.0,140000.0,Tự động,Xăng
3883,865.000.000 đ,Hyundai,Santa Fe,2019.0,37000.0,Tự động,Dầu
3884,1.145.000.000 đ,Hyundai,Santa Fe,2021.0,20000.0,Tự động,Dầu
3885,358.000.000 đ,Vinfast,Fadil,2020.0,40000.0,Tự động,Xăng
3886,1.790.000.000 đ,Mercedes Benz,GLC,2021.0,20000.0,Tự động,Xăng
3887,2.190.000.000 đ,Volvo,S90,2022.0,10000.0,Tự động,Xăng
3888,930.000.000 đ,Toyota,Camry,2019.0,37000.0,Tự động,Xăng
3889,315.000.000 đ,Toyota,Innova,2013.0,96000.0,Số sàn,Xăng
3890,417.000.000 đ,Honda,City,2019.0,82000.0,Tự động,Xăng
3891,385.000.000 đ,Chevrolet,Colorado,2017.0,100000.0,Số sàn,Dầu
3892,325.000.000 đ,Toyota,Vios,2012.0,140000.0,Tự động,Xăng
3893,1.400.000.000 đ,LandRover,Discovery,2016.0,28000.0,Tự động,Xăng
3894,455.000.000 đ,Ford,Transit,2014.0,202.0,Số sàn,Dầu
3895,660.000.000 đ,Toyota,Fortuner,2017.0,230000.0,Số sàn,Dầu
3896,1.040.000.000 đ,Toyota,Fortuner,2021.0,15000.0,Tự động,Xăng
3897,620.000.000 đ,Mazda,3,2020.0,13999.0,Tự động,Xăng
3898,315.000.000 đ,Toyota,Wigo,2019.0,36216.0,Tự động,Xăng
3899,289.000.000 đ,Mazda,3,2010.0,100000.0,Bán tự động,Xăng
3900,550.000.000 đ,Hyundai,Grand Starex,2015.0,37000.0,Số sàn,Dầu
3901,879.000.000 đ,Hyundai,Santa Fe,2019.0,49138.0,Tự động,Dầu
3902,385.000.000 đ,Mazda,BT 50,2015.0,109860.0,Số sàn,Dầu
3903,318.000.000 đ,Ford,Everest,2010.0,148668.0,Số sàn,Xăng
3904,38.000.000 đ,Daewoo,Matiz,2001.0,111.0,Số sàn,Xăng
3905,270.000.000 đ,Isuzu,Dmax,2010.0,130000.0,Số sàn,Dầu
3906,995.000.000 đ,Hyundai,Santa Fe,2020.0,26000.0,Tự động,Xăng
3907,535.000.000 đ,Toyota,Yaris,2019.0,55000.0,Tự động,Xăng
3908,225.000.000 đ,Honda,Civic,2009.0,150000.0,Số sàn,Xăng
3909,595.000.000 đ,Hyundai,Elantra,2020.0,36000.0,Tự động,Xăng
3910,645.000.000 đ,Kia,Seltos,2021.0,37000.0,Tự động,Xăng
3911,629.000.000 đ,Kia,Seltos,2020.0,28000.0,Tự động,Xăng
3912,430.000.000 đ,Mazda,3,2016.0,80000.0,Tự động,Xăng
3913,2.650.000.000 đ,BMW,7 Series,2018.0,53000.0,Tự động,Xăng
3914,315.000.000 đ,Kia,Morning,2018.0,69000.0,Tự động,Xăng
3915,1.030.000.000 đ,Ford,Everest,2021.0,64000.0,Tự động,Dầu
3916,380.000.000 đ,Toyota,Hilux,2012.0,90000.0,Số sàn,Dầu
3917,550.000.000 đ,Suzuki,XL 7,2022.0,30000.0,Tự động,Xăng
3918,315.000.000 đ,Toyota,Hiace,2011.0,20000.0,Số sàn,Xăng
3919,379.000.000 đ,Ford,Fiesta,2017.0,60000.0,Tự động,Xăng
3920,910.000.000 đ,Mercedes Benz,GLC,2018.0,700000.0,Tự động,Xăng
3921,370.000.000 đ,Toyota,Wigo,2021.0,16000.0,Bán tự động,Xăng
3922,650.000.000 đ,Vinfast,Lux A2.0,2021.0,40000.0,Tự động,Xăng
3923,360.000.000 đ,Toyota,Innova,2015.0,122000.0,Số sàn,Xăng
3924,679.000.000 đ,Mazda,CX 5,2019.0,35000.0,Tự động,Xăng
3926,72.000.000 đ,Chevrolet,Spark,2009.0,85888.0,Số sàn,Xăng
3927,390.000.000 đ,Mercedes Benz,E Class,2010.0,130000.0,Tự động,Xăng
3929,380.000.000 đ,Hyundai,Tucson,2010.0,70000.0,Tự động,Xăng
3930,270.000.000 đ,Ford,Fiesta,2013.0,33333.0,Tự động,Xăng
3931,290.000.000 đ,Toyota,Camry,2007.0,15000.0,Tự động,Xăng
3932,588.000.000 đ,Peugeot,3008,2018.0,29000.0,Tự động,Xăng
3933,455.000.000 đ,Mazda,6,2014.0,82389.0,Tự động,Xăng
3934,410.000.000 đ,Toyota,Vios,2017.0,60000.0,Tự động,Xăng
3935,3.199.000.000 đ,Lexus,RX,2022.0,9000.0,Tự động,Xăng
3936,155.000.000 đ,Ford,Escape,2006.0,170000.0,Tự động,Xăng
3938,2.600.000.000 đ,Honda,CR V,2021.0,15000.0,Tự động,Xăng
3939,918.000.000 đ,Toyota,Camry,2019.0,25000.0,Tự động,Xăng
3940,685.000.000 đ,Mazda,CX 5,2020.0,40000.0,Tự động,Xăng
3941,235.000.000 đ,Hyundai,Grand Starex,2008.0,250000.0,Số sàn,Dầu
3942,440.000.000 đ,Ford,Focus,2019.0,41000.0,Tự động,Xăng
3943,235.000.000 đ,Toyota,Hiace,2008.0,250000.0,Số sàn,Dầu
3944,590.000.000 đ,Kia,Seltos,2021.0,17000.0,Tự động,Xăng
3945,859.000.000 đ,Hyundai,Santa Fe,2019.0,40000.0,Tự động,Dầu
3946,348.000.000 đ,Vinfast,Fadil,2021.0,28000.0,Tự động,Xăng
3947,265.000.000 đ,Hyundai,Grand i10,2014.0,840000.0,Tự động,Xăng
3948,315.000.000 đ,Hyundai,Avante,2014.0,110000.0,Tự động,Xăng
3949,535.000.000 đ,Ford,Transit,2018.0,130000.0,Số sàn,Dầu
3950,415.000.000 đ,Hyundai,Genesis,2011.0,80000.0,Tự động,Xăng
3951,730.000.000 đ,Peugeot,2008,2021.0,36000.0,Tự động,Xăng
3952,63.900.000 đ,Toyota,Innova,2019.0,50000.0,Tự động,Xăng
3953,330.000.000 đ,Toyota,Camry,2008.0,62000.0,Tự động,Xăng
3954,535.000.000 đ,Toyota,Fortuner,2016.0,80000.0,Tự động,Xăng
3955,215.000.000 đ,Toyota,Camry,2003.0,110000.0,Số sàn,Xăng
3956,598.000.000 đ,Ford,Ranger,2016.0,68000.0,Tự động,Dầu
3957,570.000.000 đ,BMW,5 Series,2012.0,75000.0,Tự động,Xăng
3958,2.330.000.000 đ,Lexus,RX,2017.0,50500.0,Tự động,Xăng
3959,439.000.000 đ,Mazda,3,2017.0,56239.0,Tự động,Xăng
3960,790.000.000 đ,Mercedes Benz,E Class,2015.0,52000.0,Tự động,Xăng
3961,270.000.000 đ,Hyundai,Accent,2013.0,17000.0,Số sàn,Xăng
3962,710.000.000 đ,Honda,Civic,2020.0,11000.0,Tự động,Xăng
3963,728.000.000 đ,Mercedes Benz,C Class,2015.0,77000.0,Tự động,Xăng
3964,835.000.000 đ,Toyota,Innova,2022.0,22000.0,Tự động,Xăng
3965,910.000.000 đ,Toyota,Camry,2019.0,59000.0,Tự động,Xăng
3966,165.000.000 đ,Hyundai,Getz,2010.0,100000.0,Số sàn,Xăng
3968,430.000.000 đ,Mazda,3,2016.0,62389.0,Tự động,Xăng
3969,454.000.000 đ,Hyundai,Accent,2022.0,30000.0,Tự động,Xăng
3970,499.000.000 đ,Mitsubishi,Xpander Cross,2020.0,52000.0,Tự động,Xăng
3971,389.000.000 đ,Kia,K3,2014.0,80000.0,Tự động,Xăng
3972,9.999.999.999 đ,Porsche,Cayenne,2022.0,800.0,Tự động,Xăng
3973,325.000.000 đ,Vinfast,Fadil,2020.0,19000.0,Tự động,Xăng
3974,370.000.000 đ,Toyota,Innova,2014.0,140000.0,Số sàn,Xăng
3975,650.000.000 đ,Mazda,CX 5,2019.0,60000.0,Tự động,Xăng
3976,185.000.000 đ,Toyota,Hiace,2008.0,250000.0,Số sàn,Xăng
3977,535.000.000 đ,BMW,3 Series,2013.0,73000.0,Tự động,Xăng
3978,115.000.000 đ,Daewoo,Gentra,2009.0,235047.0,Số sàn,Xăng
3979,618.000.000 đ,Hyundai,Santa Fe,2015.0,100000.0,Tự động,Xăng
3980,1.088.000.000 đ,Mercedes Benz,C Class,2019.0,17000.0,Tự động,Xăng
3981,1.100.000.000 đ,Mercedes Benz,C Class,2018.0,29500.0,Tự động,Xăng
3983,239.000.000 đ,Toyota,Wigo,2018.0,68000.0,Số sàn,Xăng
3984,439.000.000 đ,MG,ZS,2021.0,18700.0,Tự động,Xăng
3985,395.000.000 đ,Ford,Ranger,2016.0,90000.0,Số sàn,Dầu
3986,730.000.000 đ,Mazda,CX 5,2020.0,50000.0,Tự động,Xăng
3987,390.000.000 đ,Mazda,BT 50,2016.0,110000.0,Số sàn,Dầu
3988,775.000.000 đ,Vinfast,Lux SA2.0,2021.0,39000.0,Tự động,Xăng
3989,440.000.000 đ,Kia,Cerato,2017.0,65000.0,Tự động,Xăng
3990,370.000.000 đ,Toyota,Vios,2014.0,80000.0,Tự động,Xăng
3991,960.000.000 đ,Toyota,Land Cruiser Prado,2014.0,90000.0,Tự động,Xăng
3993,38.800.000 đ,Kia,Sorento,2011.0,102000.0,Tự động,Xăng
3994,719.000.000 đ,Mazda,CX 5,2020.0,40000.0,Tự động,Xăng
3995,190.000.000 đ,Toyota,Innova,2008.0,195000.0,Số sàn,Xăng
3996,470.000.000 đ,Kia,Rondo,2021.0,28000.0,Số sàn,Xăng
3998,735.000.000 đ,Hyundai,Santa Fe,2016.0,69000.0,Tự động,Dầu
3999,460.000.000 đ,Suzuki,Swift,2019.0,50000.0,Tự động,Xăng
4000,405.000.000 đ,Hyundai,Accent,2021.0,4999.0,Số sàn,Xăng
4001,345.000.000 đ,Honda,CR V,2009.0,10000.0,Tự động,Xăng
4002,198.000.000 đ,Kia,Morning,2009.0,80000.0,Tự động,Xăng
4003,426.000.000 đ,Kia,Morning,2022.0,5480.0,Tự động,Xăng
4004,110.000.000 đ,Chevrolet,Spark,2015.0,100000.0,Số sàn,Xăng
4005,339.000.000 đ,Hyundai,Accent,2013.0,67000.0,Tự động,Xăng
4006,3.999.000.000 đ,Audi,Q8,2021.0,10500.0,Tự động,Xăng
4007,239.000.000 đ,Toyota,Yaris,2007.0,1234.0,Tự động,Xăng
4008,158.000.000 đ,Kia,Morning,2012.0,100000.0,Số sàn,Xăng
4010,560.000.000 đ,Toyota,Camry,2014.0,102584.0,Tự động,Xăng
4011,685.000.000 đ,Mercedes Benz,C Class,2015.0,60000.0,Tự động,Xăng
4012,275.000.000 đ,Toyota,Vios,2015.0,100000.0,Số sàn,Xăng
4013,690.000.000 đ,Kia,Seltos,2020.0,37000.0,Tự động,Xăng
4014,310.000.000 đ,Hyundai,Accent,2013.0,93000.0,Tự động,Xăng
4015,635.000.000 đ,Kia,Seltos,2020.0,30000.0,Tự động,Xăng
4016,225.000.000 đ,Kia,Morning,2015.0,60000.0,Tự động,Xăng
4017,625.000.000 đ,Mazda,6,2018.0,45000.0,Tự động,Xăng
4018,919.000.000 đ,Mazda,CX 8,2021.0,32000.0,Tự động,Xăng
4019,189.000.000 đ,Kia,Morning,2011.0,9500.0,Tự động,Xăng
4020,345.000.000 đ,Ford,EcoSport,2014.0,130.0,Tự động,Xăng
4021,499.000.000 đ,Hyundai,Kona,2018.0,46000.0,Tự động,Xăng
4022,255.000.000 đ,Toyota,Innova,2008.0,145000.0,Số sàn,Xăng
4023,3.400.000.000 đ,Lexus,RX,2020.0,50000.0,Tự động,Xăng
4024,275.000.000 đ,Nissan,Tiida,2006.0,200000.0,Tự động,Xăng
4025,699.000.000 đ,BMW,3 Series,2016.0,69000.0,Tự động,Xăng
4026,405.000.000 đ,Mazda,BT 50,2018.0,80000.0,Tự động,Dầu
4027,78.000.000 đ,Mitsubishi,Jolie,1999.0,250000.0,Số sàn,Xăng
4028,590.000.000 đ,Honda,Civic,2018.0,400000.0,Tự động,Xăng
4029,918.000.000 đ,Toyota,Camry,2019.0,20000.0,Tự động,Xăng
4030,520.000.000 đ,Mazda,3,2018.0,61000.0,Tự động,Xăng
4031,630.000.000 đ,Ford,Ranger,2017.0,70000.0,Tự động,Dầu
4032,225.000.000 đ,Chevrolet,Spark,2014.0,94000.0,Tự động,Xăng
4033,465.000.000 đ,Toyota,Vios,2019.0,5400.0,Tự động,Xăng
4034,355.000.000 đ,Kia,Soluto,2022.0,3945.0,Số sàn,Xăng
4035,889.000.000 đ,Toyota,Fortuner,2019.0,40000.0,Tự động,Xăng
4036,375.000.000 đ,Honda,Brio,2019.0,45000.0,Tự động,Xăng
4037,140.000.000 đ,Mitsubishi,Jolie,2005.0,10000.0,Số sàn,Xăng
4038,580.000.000 đ,Ford,Ranger,2016.0,83688.0,Tự động,Dầu
4039,325.000.000 đ,Ford,EcoSport,2015.0,90000.0,Tự động,Xăng
4040,430.000.000 đ,Mazda,3,2016.0,81000.0,Tự động,Xăng
4041,390.000.000 đ,Toyota,Vios,2020.0,52000.0,Số sàn,Xăng
4042,1.139.000.000 đ,Mercedes Benz,E Class,2016.0,58000.0,Tự động,Xăng
4043,139.000.000 đ,Kia,Morning,2007.0,999999.0,Tự động,Xăng
4044,695.000.000 đ,Honda,CR V,2018.0,63000.0,Tự động,Xăng
4045,560.000.000 đ,Honda,Civic,2018.0,56000.0,Tự động,Xăng
4046,935.000.000 đ,Ford,Everest,2019.0,58668.0,Tự động,Dầu
4047,175.000.000 đ,Ford,Everest,2005.0,120000.0,Số sàn,Dầu
4048,420.000.000 đ,Ford,Ranger,2016.0,122000.0,Tự động,Dầu
4049,655.000.000 đ,Honda,Civic,2021.0,35000.0,Tự động,Xăng
4050,950.000.000 đ,Toyota,Fortuner,2019.0,30000.0,Tự động,Xăng
4051,400.000.000 đ,Mazda,2,2020.0,31000.0,Tự động,Xăng
4052,626.000.000 đ,Mazda,CX 3,2022.0,10000.0,Tự động,Xăng
4053,439.000.000 đ,Honda,City,2019.0,52389.0,Tự động,Xăng
4054,530.000.000 đ,Mitsubishi,Xpander,2021.0,18999.0,Số sàn,Xăng
4056,595.000.000 đ,Kia,Cerato,2021.0,25000.0,Tự động,Xăng
4057,415.000.000 đ,Kia,Morning,2021.0,8000.0,Tự động,Xăng
4058,635.000.000 đ,Kia,K3,2022.0,14000.0,Tự động,Xăng
4059,375.000.000 đ,Mitsubishi,Attrage,2020.0,34000.0,Tự động,Xăng
4060,338.000.000 đ,Hyundai,Santa Fe,2007.0,140000.0,Tự động,Dầu
4061,75.000.000 đ,Toyota,Camry,1988.0,150000.0,Số sàn,Xăng
4062,470.000.000 đ,Toyota,Vios,2021.0,38000.0,Tự động,Xăng
4063,590.000.000 đ,Kia,Seltos,2021.0,9000.0,Tự động,Xăng
4064,729.000.000 đ,Kia,Sedona,2017.0,10000.0,Tự động,Dầu
4065,498.000.000 đ,Mazda,3,2018.0,62000.0,Tự động,Xăng
4066,545.000.000 đ,Toyota,Rush,2020.0,56000.0,Tự động,Xăng
4067,575.000.000 đ,Honda,Civic,2019.0,32000.0,Tự động,Xăng
4068,255.000.000 đ,Chevrolet,Cruze,2014.0,80000.0,Số sàn,Xăng
4069,168.000.000 đ,Chevrolet,Captiva,2008.0,185666.0,Số sàn,Xăng
4070,170.000.000 đ,Kia,Morning,2010.0,123456.0,Tự động,Xăng
4071,405.000.000 đ,Mazda,BT 50,2016.0,68000.0,Số sàn,Dầu
4072,420.000.000 đ,Kia,K3,2016.0,71000.0,Tự động,Xăng
4073,550.000.000 đ,Mazda,3,2020.0,40000.0,Tự động,Xăng
4074,595.000.000 đ,Toyota,Camry,2011.0,10000.0,Tự động,Xăng
4075,268.000.000 đ,Chevrolet,Aveo,2018.0,64000.0,Tự động,Xăng
4076,312.000.000 đ,Kia,Morning,2018.0,40000.0,Tự động,Xăng
4077,620.000.000 đ,Mazda,CX 5,2017.0,76000.0,Tự động,Xăng
4078,470.000.000 đ,Toyota,Innova,2016.0,180000.0,Số sàn,Xăng
4079,498.000.000 đ,Toyota,Venza,2010.0,60000.0,Tự động,Xăng
4080,935.000.000 đ,Ford,Everest,2020.0,25000.0,Tự động,Dầu
4081,579.579.579 đ,Nissan,X trail,2017.0,130668.0,Tự động,Xăng
4082,1.040.000.000 đ,Toyota,Fortuner,2021.0,15500.0,Tự động,Xăng
4083,545.000.000 đ,Toyota,Fortuner,2013.0,90000.0,Số sàn,Dầu
4084,135.000.000 đ,Daewoo,Gentra,2010.0,120.0,Số sàn,Xăng
4085,490.000.000 đ,Mazda,3,2017.0,68000.0,Tự động,Xăng
4086,6.500.000 đ,Suzuki,Grand vitara,2014.0,90000.0,Tự động,Xăng
4087,595.000.000 đ,Chevrolet,Trailblazer,2018.0,62000.0,Tự động,Dầu
4088,348.000.000 đ,Kia,Cerato,2016.0,75000.0,Số sàn,Xăng
4089,1.099.000.000 đ,BMW,3 Series,2019.0,45000.0,Tự động,Xăng
4090,270.000.000 đ,Toyota,Camry,2004.0,220000.0,Tự động,Xăng
4091,490.000.000 đ,Peugeot,3008,2016.0,80000.0,Tự động,Xăng
4092,210.000.000 đ,Kia,Morning,2011.0,90.0,Tự động,Xăng
4093,568.000.000 đ,BMW,7 Series,2010.0,79000.0,Tự động,Xăng
4094,102.000.000 đ,Toyota,Corolla Altis,2002.0,25000.0,Số sàn,Xăng
4095,969.000.000 đ,Toyota,Fortuner,2021.0,44000.0,Tự động,Dầu
4096,119.000.000 đ,Kia,Morning,2012.0,170000.0,Bán tự động,Xăng
4097,368.000.000 đ,Kia,Soluto,2020.0,26186.0,Tự động,Xăng
4098,980.000.000 đ,BMW,5 Series,2016.0,600000.0,Tự động,Xăng
4099,920.000.000 đ,Ford,Everest,2019.0,29000.0,Tự động,Xăng
4100,45.000.000 đ,Mazda,323,1995.0,125800.0,Số sàn,Xăng
4101,1.285.000.000 đ,Mercedes Benz,GLC,2017.0,20000.0,Tự động,Xăng
4102,175.000.000 đ,Toyota,Vios,2011.0,555555.0,Số sàn,Xăng
4103,795.000.000 đ,Hyundai,Tucson,2020.0,30000.0,Tự động,Dầu
4104,335.000.000 đ,Kia,Morning,2019.0,35000.0,Tự động,Xăng
4105,95.000.000 đ,Chevrolet,Spark,2014.0,145000.0,Số sàn,Xăng
4106,465.000.000 đ,Mazda,3,2018.0,41000.0,Tự động,Xăng
4107,935.000.000 đ,Ford,Everest,2019.0,58000.0,Tự động,Dầu
4108,305.000.000 đ,Toyota,Land Cruiser,1991.0,300000.0,Số sàn,Xăng
4109,450.000.000 đ,Ford,Ranger,2016.0,26000.0,Tự động,Dầu
4110,288.000.000 đ,Mazda,3,2010.0,9000.0,Tự động,Xăng
4111,189.000.000 đ,Hyundai,Grand i10,2015.0,7658.0,Tự động,Xăng
4112,283.000.000 đ,Ford,Fiesta,2014.0,80000.0,Tự động,Xăng
4113,1.395.000.000 đ,BMW,X5,2015.0,50500.0,Tự động,Xăng
4114,545.000.000 đ,Kia,Cerato,2020.0,40000.0,Tự động,Xăng
4115,165.000.000 đ,Chevrolet,Aveo,2014.0,120452.0,Tự động,Xăng
4116,835.000.000 đ,Ford,Everest,2019.0,50000.0,Tự động,Dầu
4117,300.000.000 đ,Chevrolet,Trailblazer,2018.0,150000.0,Tự động,Dầu
4118,616.000.000 đ,Ford,Ranger,2017.0,70668.0,Tự động,Dầu
4119,1.039.000.000 đ,Kia,Sedona,2020.0,28000.0,Tự động,Dầu
4120,255.000.000 đ,Toyota,Camry,2005.0,160000.0,Số sàn,Xăng
4121,360.000.000 đ,Mazda,BT 50,2015.0,151000.0,Số sàn,Dầu
4122,90.000.000 đ,Daewoo,Lacetti,2004.0,190000.0,Số sàn,Xăng
4123,855.000.000 đ,Toyota,Fortuner,2019.0,45900.0,Tự động,Xăng
4124,298.000.000 đ,Ford,Everest,2011.0,12536.0,Số sàn,Dầu
4125,630.000.000 đ,Toyota,Camry,2016.0,68321.0,Tự động,Xăng
4126,890.000.000 đ,Lexus,GX,2009.0,110000.0,Tự động,Xăng
4127,395.000.000 đ,Toyota,Innova,2016.0,98000.0,Số sàn,Xăng
4128,490.000.000 đ,Mazda,3,2018.0,60000.0,Tự động,Xăng
4129,339.000.000 đ,Hyundai,Grand i10,2019.0,62000.0,Tự động,Xăng
4130,390.000.000 đ,Toyota,Vios,2019.0,56000.0,Số sàn,Xăng
4131,705.000.000 đ,Toyota,Corolla Altis,2022.0,39000.0,Tự động,Xăng
4132,420.000.000 đ,Honda,City,2017.0,69000.0,Tự động,Xăng
4133,185.000.000 đ,Kia,Morning,2009.0,80000.0,Tự động,Xăng
4134,545.000.000 đ,Toyota,Rush,2019.0,27000.0,Tự động,Xăng
4135,725.000.000 đ,Mitsubishi,Outlander,2020.0,35000.0,Tự động,Xăng
